index,doi,url,custom-analysis,cited-program,used-data,cited-data,used-results,cited-results,country,report,agency,bbs_auths,notes,bbs.og_citation
,,,,,,,,,,,,,,"McCulloch, C.E., James, F.C., Wiedenfeld, D.A. (1997). New approaches to the analysis of population trends in land birds: reply. Ecology. 78:2635-2637."
,,,,,,,,,,,,,,"Mehlman, D.W. (1997). Change in avian abundance across the geographic range in response to environmental change. Ecological Applications. 7:614-624."
,,,,,,,,,,,,,,"Peterjohn, B.G., Sauer, J.R. (1997). Population trends of black terns from the North American Breeding Bird Survey, 1966-1996. Colonial Waterbirds. 20:566-573."
,,,,,,,,,,,,,,"Veit, R.R. (1997). Long-distance dispersal and population growth of the Yellow-headed Blackbird Xanthocephalus xanthocephalus. Ardea. 85:135-143."
,,,,,,,,,,,,,,"Yong, W., Finch, D.M. (1997). Population trends of migratory landbirds along the middle Rio Grande. Southwestern Naturalist. 42:137-147."
,,,,,,,,,,,,,,"Grisley, Kerry Jane Bird abundance, agricultural land use, and a new policy to increase permanent cover on the Canadian prairies. Guelph, Ontario, Canada:M.S. thesis, University of Guelph, 1997."
,,,,,,,,,,,,,,"Beidler, Ellen Eddins Examination of 30 years of breeding bird data in relation to land cover changes on a Breeding Bird Survey route in Alabama (Neotropical migrants, blue jays). Tuscaloosa:Ph.D. dissertation, University of Alabama, 1997."
,,,,,,,,,,,,,,"Earnst, S.L., Andres, B.A. Population trends of breeding birds in Ohio. Ohio Biological Survey, 1996."
,,,,,,,,,,,,,,"Bedell, Paul A. (1996). Evidence of dual breeding ranges for the sedge wren in the central Great Plains. Wilson Bulletin. 108:115-122."
,,,,,,,,,,,,,,"Curnutt, J.L., Pimm, S.L., Maurer, B.A. (1996). Population variability of sparrows in space and time. Oikos. 76:131-144."
,,,,,,,,,,,,,,"Downes, C. M., Collins, B. T. (1996). The Canadian breeding bird survey, 1966-1994. Canadian Wildlife Service Progress Notes. 210:36 pp."
,,,,,,,,,,,,,,"Flather, C.H., Sauer, J.R. (1996). Using landscape ecology to test hypotheses about large-scale abundance patterns in migratory birds. Ecology. 77:28-35."
,,,,,,,,,,,,,,"James, F.C., McCulloch, C.E., Wiedenfeld, D.A. (1996). New approaches to the analysis of population trends in land birds. Ecology. 77:13-27."
,,,,,,,,,,,,,,"Jobin, Benoit, Desgranges, Jean-Luc, Boutin, Celine (1996). Population trends in selected species of farmland birds in relation to recent developments in agriculture in the St. Lawrence Valley. Agriculture Ecosystems & Environment. 57:103-116."
,,,,,,,,,,,,,,"Jobin, Benoit, DesGranges, Jean-Luc, Boutin, Celine (1996). Comparison of BBS and intensive surveys at selected BBS stops. Bird Populations. 3:14-25."
,,,,,,,,,,,,,,"Kendall, W.L., Peterjohn, B.G., Sauer, J.R. (1996). First-time observer effects in the North American Breeding Bird Survey. Auk. 113:823-829."
,,,,,,,,,,,,,,"Legrand, Harry E., Jr. (1996). Summary of twenty-nine years of breeding bird survey results. Chat. 60:16-23."
,,,,,,,,,,,,,,"Link, W. A., Sauer, J. R. (1996). Extremes in ecology:  Avoiding the misleading effects of sampling variation in summary analyses. Ecology. 77:1633-1640."
,,,,,,,,,,,,,,"Peterjohn, B.G., Sauer, J.R., Link, W.A. (1996). The 1994 and 1995 summary of the North American Breeding Bird Survey. Bird Populations. 3:48-66."
,,,,,,,,,,,,,,"Reid, W.W. (1996). Breeding Bird Survey--fifty 3-minute counts at one location. Pennsylvania Birds. 10:46."
,,,,,,,,,,,,,,"Robbins, S.D., Sample, D.W., Rasmussen, R.W., Mossman, M.J. (1996). The breeding bird survey in Wisconsin: 1966-1991. Passenger Pigeon. 58:81-179."
,,,,,,,,,,,,,,"Sauer, J.R., Pendleton, G.W., Peterjohn, B.G. (1996). Evaluating causes of population change in North American insectivorous songbirds. Conservation Biology. 10:465-478."
,,,,,,,,,,,,,,"Shane, T.G. (1996). The Lark Bunting: in peril or making progress?. Colorado Field Ornithologists Journal. 30:162-168."
,,,,,,,,,,,,,,"Sharp, B.E. (1996). Avian population trends in the Pacific Northwest. Bird Populations. 3:26-45."
,,,,,,,,,,,,,,"Thomas, L. (1996). Monitoring long-term population change: why are there so many analysis methods?. Ecology. 77:49-58."
,,,,,,,,,,,,,,"Thomas, Len, Martin, Kathy (1996). The importance of analysis method for breeding bird survey population trend estimates. Conservation Biology. 10:479-490."
,,,,,,,,,,,,,,"Viet, R.R., Lewis, M.A. (1996). Dispersal, population growth, and the allee effect: dynamics of the House Finch invasion of eastern North America. American Naturalist. 148:255-274."
,,,,,,,,,,,,,,"Villard, M., Maurer, B.A. (1996). Geostatistics as a tool for examining hypothesized declines in migratory songbirds. Ecology. 77:59-68."
,,,,,,,,,,,,,,"Wells, J.V., Rosenberg, K.V., Tessaglia, D.L., Dhondt, A.A. (1996). Population cycles in the Varied Thrush (Ixoreus naevius). Canadian Journal of Zoology. 74:2062-2069."
,,,,,,,,,,,,,,"Schultz, Christopher W. Migration trend and morphometric characteristics of Northern Harriers during autumn migration at Cape May Point, New Jersey. Logan, UT:M.S. thesis, Utah State University, 1996."
,,,,,,,,,,,,,,"Jones, Malcolm Timothy Avian spatio-temporal dynamics and the core-satellite species hypothesis (Taylor's Power Law). Orono:Ph.D. dissertation, University of Maine, 1996."
,,,,,,,,,,,,,,"Boone, Randall Bradley An assessment of terrestrial vertebrate diversity in Maine (species richness). Orono:Ph.D. dissertation, University of Maine, 1996."
,,,,,,,,,,,,,,"Price, J., Droege, S., Price, A. The Summer Atlas of North American Birds. San Diego, CA:Academic Press, 1995."
,,,,,,,,,,,,,,"Bart, Jonathan, Hofschen, Matthias, Peterjohn, Bruce G. (1995). Reliability of the Breeding Bird Survey: Effects of restricting surveys to roads. Auk. 112:758-761."
,,,,,,,,,,,,,,"Brown, J.H., Mehlman, D.W., Stevens, G.C. (1995). Spatial variation in abundance. Ecology. 76:2028-2043."
,,,,,,,,,,,,,,"Fleury, B.E., Sherry, T.W. (1995). Long-term population trends of colonial wading birds in the southern United States: the impact of crayfish aquaculture on Louisiana populations. Auk. 112:613-632."
,,,,,,,,,,,,,,"Hanowski, Joann M., Niemi, Gerald J. (1995). A comparison of on-and off-road bird counts: do you need to go off road to count birds accurately?. Journal of Field Ornithology. 66:469-483."
,,,,,,,,,,,,,,"Herkert, J.R. (1995). An analysis of midwestern breeding bird population trends: 1966-1993. American Midland Naturalist. 134:41-50."
,,,,,,,,,,,,,,"Link, W.A., Sauer, J.R. (1995). Estimation and confidence intervals for empirical mixing distributions. Biometrics. 51:810-821."
,,,,,,,,,,,,,,"Niemi, G., Lima, A., Hanowski, J., Pfannmuller, L. (1995). Recent trends of breeding birds in Minnesota and Minnesota forested regions 1966-1993. Loon. 67:191-201."
,,,,,,,,,,,,,,"Peterjohn, B.G., Sauer, J.R. (1995). Purple martin population trends from the North American Breeding Bird Survey, 1966-1994. Purple Martin Update. 6:2-8."
,,,,,,,,,,,,,,"Robbins, Sam (1995). B.B.S. equals beleaguered bobolinks and sparrows. Passenger Pigeon. 57:67-75."
,,,,,,,,,,,,,,"Sharp, B.E. (1995). Brown-headed cowbirds and grazing on national forests in the Pacific Northwest. Northwestern Naturalist. 76:121-126."
,,,,,,,,,,,,,,"Taper, Mark L., Bohning-Gaese, Katrin, Brown, James H. (1995). Individualistic responses of bird species to environmental change. Oecologia. 101:478-486."
,,,,,,,,,,,,,,"Keller, C.M.E., Fuller, M.R.  ""Comparison of birds detected from roadside and off-road point counts in the Shenandoah National Park"" Monitoring bird populations by point counts Lawrence, KS:U.S. Forest Service, Pacific Southwest Forest Experiment Station. 1995. 111-115"
,,,,,,,,,,,,,,"Rotenberry, J.T., Knick, S.T.  ""Evaluation of bias in roadside point count surveys of passerines in shrubsteppe and grassland habitats in southwestern Idaho"" Monitoring bird populations by point counts Albany, CA:U.S. Forest Service. 1995. 99-101"
,,,,,,,,,,,,,,"Peterjohn, B.G., Sauer, J.R., Orsillo, S.  ""Breeding Bird Survey:  Population trends 1966-92"" Our Living Resources: A Report to the Nation on the Distribution, Abundance, and Health of U.S. Plants, Animals, and Ecosystems Washington, DC:National Biological Service. 1995. 17-21"
,,,,,,,,,,,,,,"Peterjohn, B.G., Sauer, J.R.  ""Population trends of the loggerhead shrike from the North American Breeding Bird Survey"" Shrikes (Laniidae) of the World: Biology and Conservation. Proceedings of the First International Shrike Symposium 1995. 117-121"
,,,,,,,,,,,,,,"Peterjohn, B.G., Sauer, J.R., Robbins, C.S.  ""Population trends from the North American Breeding Bird Survey"" Ecology and Management of Neotropical Migratory Birds: A Synthesis and Review of Critical Issues New York:Oxford University Press. 1995. 3-39"
,,,,,,,,,,,,,,"Sauer, J.R., Pendleton, G.W., Orsillo, S.  ""Mapping of bird distributions from point count surveys"" Monitoring Bird Populations by Point Counts U.S. Forest Service, Pacific Southwest Forest Experiment Station. 1995. 151-160"
,,,,,,,,,,,,,,"Sauer, J.R., Orsillo, S., Peterjohn, B.G.  ""Geographic patterns in relative abundances and population trends of breeding and wintering loggerhead shrikes in North America"" Shrikes (Laniidae) of the World: Biology and Conservation. Proceedings of the First International Shrike Symposium 1995. 128-141"
,,,,,,,,,,,,,,"Boarman, W.I., Berry, K.H.  ""Common Ravens in the southwestern United States, 1968-92"" Our living resources: a report to the nation on the distribution, abundance and health of U.S. plants, animals, and ecosystems Washington, D.C.:U.S. Department of the Interior, National Biological Service. 1995. 73-75"
,,,,,,,,,,,,,,"Hutto, R.L., Hejl, S.J., Kelly, J.F., Pletschet, S.M.  ""A comparison of bird detection rates derived from on-road vs. off-road point counts in northern Montana"" Monitoring bird populations by point counts Albany, CA:U.S. Forest Service. 1995. 103-110"
,,,,,,,,,,,,,,"James, F.C., McCulloch, C.E.  ""The strength of inferences about causes of trends in populations"" Ecology and management of neotropical migratory birds: a synthesis and review of critical issues New York:Oxford University Press. 1995. 40-51"
,,,,,,,,,,,,,,"Knopf, F.L.  ""Declining grassland birds"" Our living resources: a report to the nation on the distribution, abundance, and health of U.S. plants, animals, and ecosystems Washington, D.C.:U.S. Department of the Interior, National Biological Service. 1995. 296-298"
,,,,,,,,,,,,,,"Hunt, Peter David Habitat selection in the American redstart (Setophaga ruticilla):  The importance of early successional habitat and the role of landscape change in population declines (Neotropical migrants). Hanover, New Hampshire:Ph.D. dissertation, Dartmouth College, 1995."
,,,,,,,,,,,,,,"Mehlman, David Willem The spatial distribution of abundance: Analysis of the geographic range. Albuquerque:Ph.D. dissertation, University of New Mexico, 1995."
,,,,,,,,,,,,,,"Hawrot, Rita Y., Hanowski, JoAnn M., Lima, Ann R., Niemi, Gerald J. Monitoring Bird Populations on National Forest Lands: 1995. Duluth, Minnesota:University of Minnesota Technical Report , 1995."
,,,,,,,,,,,,,,"Maurer, Brian A. Geographical population analysis: tools for the analysis of biodiversity. Oxford and Boston:Blackwell Scientific Publications, 1994."
,,,,,,,,,,,,,,"Böhning-Gaese, K., Taper, M.L., Brown, J.H. (1994). Avian community dynamics are discordant in space and time. Oikos. 70:121-126."
,,,,,,,,,,,,,,"Brauning, D. (1994). Population trends of Pennsylvania's nesting birds: a response. Pennsylvania Birds. 8:66-67."
,,,,,,,,,,,,,,"Brauning, Daniel W., Brittingham, Margaret C., Gross, Douglas A., Leberman, Robert C., Master, Terry L., Mulvihill, Robert S. (1994). Pennsylvania breeding birds of special concern: a listing rationale and status update. Journal of the Pennsylvania Academy of Science. 68:3-28."
,,,,,,,,,,,,,,"Downes, C.M., Dunn, E. (1994). Breeding Bird Survey -- significant population changes in Canadian songbirds, 1966-1990. Picoides. 7:18-20."
,,,,,,,,,,,,,,"Ealey, Dave, Dale, Brenda, Dickson, Ross, Park, Jack (1994). Hey buddy, can you spare the time? Motivation and the breeding bird survey participant in Alberta. Alberta Naturalist. 24:65-69."
,,,,,,,,,,,,,,"Grubb, Thomas C., Jr., Mauck, Robert A., Earnst, Susan L. (1994). On no-chickadee zones in midwestern North America: evidence from the Ohio breeding bird atlas and the North American Breeding Bird Survey. Auk. 111:191-197."
,,,,,,,,,,,,,,"Hess, P., Floyd, T. (1994). Neotropical migrants in Pennsylvania: evidence of absence or absence of evidence?. Pennsylvania Birds. 8:201-203."
,,,,,,,,,,,,,,"Link, W. A., Barker, R. J., Sauer, J. R., Droege, S. (1994). Within-site variability in surveys of wildlife populations. Ecology. 75:1097-1108."
,,,,,,,,,,,,,,"Link, W.A., Sauer, J. R. (1994). Estimating equations estimates of trends. Bird Populations. 2:23-32."
,,,,,,,,,,,,,,"Maurer, B.A., Villard, M.-A. (1994). Population density: geographic variation in abundance of North American birds. National Geographic Research and Exploration. 10:306-317."
,,,,,,,,,,,,,,"Mellon, R. (1994). Neotropical migrants in Pennsylvania. Pennsylvania Birds. 8:2-9."
,,,,,,,,,,,,,,"Peterjohn, B. (1994). The North American Breeding Bird Survey. Birding. 26:386-398."
,,,,,,,,,,,,,,"Peterjohn, B.G., Sauer, J.R. (1994). Population trends of woodland birds from the North American Breeding Bird Survey. Wildlife Society Bulletin. 22:155-164."
,,,,,,,,,,,,,,"Peterjohn, B.G., Sauer, J.R., Link, W.A. (1994). The 1992 and 1993 summary of the North American Breeding Bird Survey. Bird Populations. 2:46-61."
,,,,,,,,,,,,,,"Reynolds, R.E., Shaffer, T. L., Sauer, J. R., Peterjohn, B. G. (1994). Conservation reserve program:  Benefit for grassland birds in the northern plains. Transactions of the North American Wildlife and Natural Resources Conference. 59:328-336."
,,,,,,,,,,,,,,"Sauer, J.R., Dolton, D.D., Droege, S. (1994). Mourning dove population trend estimates from Call-Count and North American Breeding Bird Surveys. Journal of Wildlife Management. 58:506-515."
,,,,,,,,,,,,,,"Sauer, J.R., Orsillo, S., Peterjohn, B. G. (1994). Population status and trends of grouse and prairie-chickens from the North American Breeding Bird Survey and Christmas Bird Count. Transactions of the North American Wildlife and Natural Resources Conference. 59:439-448."
,,,,,,,,,,,,,,"Sauer, J.R., Peterjohn, B. G., Link, W. A. (1994). Observer differences in the North American Breeding Bird Survey. Auk. 111:50-62."
,,,,,,,,,,,,,,"Pyle, P.,, Nur, N., DeSante, D.F.  ""Trends in nocturnal migrant landbird populations at southeast Farallon Island, California, 1968-1992"" A century of avifaunal change in western North America Allen Press. 1994. 58-74"
,,,,,,,,,,,,,,"Forsythe, D. M.  ""Bird population trends from a North American Breeding Bird Survey (BBS) in Coastal South Carolina, 1970-1992"" Research Notes on Avian Biology 1994: Selected Contributions from the 21st International Ornithological Congress, Vienna (Austria), 21-27 Aug 1994 1994. 217 (abstract P413)"
,,,,,,,,,,,,,,"Droege, S., Sauer, J.R.  ""Are more North American species decreasing than increasing?"" Bird Numbers 1992:  Distribution, monitoring and ecological aspects Voorburg/Heerlen and Beek-Ubbergen, Netherlands:Statistics Netherlands and SOVON. 1994. 297-306"
,,,,,,,,,,,,,,"DeSante, D.F., George, T.L.  ""Population trends in the landbirds of western North America"" A century of avifaunal change in western North America Allen Press:1994. 173-190"
,,,,,,,,,,,,,,"Hejl, S.J.  ""Human-induced changes in bird populations in coniferous forests in western North America during the past 100 years"" A century of avifaunal change in western North America Allen Press:1994. 232-246"
,,,,,,,,,,,,,,"Knopf, F.L.  ""Avian assemblages on altered grasslands"" A century of avifaunal change in western North America Allen Press:1994. 247-257"
,,,,,,,,,,,,,,"Marzluff, J.M., Boone, R.B., Cox, G.W.  ""Historical changes in populations and perceptions of native pest bird species in the West"" A century of avifaunal change in western North America Allen Press:1994. 202-220"
,,,,,,,,,,,,,,"Page, G.W., Gill, R.E., Jr.  ""Shorebirds in western North America: late 1800s to late 1900s"" A century of avifaunal change in western North America Allen Press:1994. 147-160"
,,,,,,,,,,,,,,"Defusco, Russell Paul Environmental factors influencing Turkey Vulture distribution and abundance:  A geographic information system application study (Cathartes aura). Boulder:Ph.D. dissertation, University of Colorado, 1994."
,,,,,,,,,,,,,,"Jobin, B., Desgranges, J.-L., Plante, N., Boutin, C. Relations entre la modification du paysage rural, les changements de pratiques agricoles et les fluctuations des populations d'oiseaux champêtres du sud du Quebec (Plaine du Saint-Laurent). Canadian Wildlife Service Technical Report, 1994."
,,,,,,,,,,,,,,"Askins, R.A. (1993). Population trends in grassland, shrubland, and forest birds in eastern North America. Current Ornithology. 11:1-34."
,,,,,,,,,,,,,,"Böhning-Gaese, K., Taper, M.L., Brown, J.H. (1993). Are declines in North American insectivorous songbirds due to causes on the breeding range?. Conservation Biology. 7:76-86."
,,,,,,,,,,,,,,"Hagan, J.M., III (1993). Decline of the Rufous-sided Towhee in the eastern United States. Auk. 110:863-874."
,,,,,,,,,,,,,,"Hoover, J.P., Brittingham, M.S. (1993). Regional variation in cowbird parasitism of Wood Thrushes. Wilson Bulletin. 105:228-238."
,,,,,,,,,,,,,,"Maurer, B.A., Heywood, S.G. (1993). Geographic range fragmentation and abundance in neotropical migratory birds. Conservation Biology. 7:501-509."
,,,,,,,,,,,,,,"Park, Jack , Ealey, Dave (1993). A quarter century of a quarter past four in the morning - the breeding bird survey in Alberta. Alberta Naturalist. 23:20-24."
,,,,,,,,,,,,,,"Peterjohn, B.G., Sauer, J.R. (1993). North American Breeding Bird Survey annual summary 1990-1991. Bird Populations. 1:52-67."
,,,,,,,,,,,,,,"Church, K.E., Sauer, J.R., Droege, S.  ""Population trends of quails in North America"" Quail III: National Quail Symposium Pratt, Kansas:Kansas Department of Wildlife and Parks. 1993. 44-54"
,,,,,,,,,,,,,,"Sauer, J.R.  ""Monitoring goals and programs of the United States Fish and Wildlife Service"" Status and Management of Neotropical Migratory Birds Fort Collins, CO:U.S. Forest Service, Rocky Mountain Forest and Range Experiment Station. 1993. 245-251"
,,,,,,,,,,,,,,"Robbins, C.S., Sauer, J.R., Peterjohn, B.G.  ""Population trends and management opportunities for neotropical migrants"" Status and Management of Neotropical Migratory Birds Fort Collins, CO:U.S. Forest Service, Rocky Mountain Forest and Range Experiment Station. 1993. 17-23"
,,,,,,,,,,,,,,"Thompson, F.R., Lewis, S. J., Ewert, D.  ""Status of Neotropical migrant landbirds in the Midwest: identifying species of management concern"" Status and Management of Neotropical Migratory Birds Fort Collins, CO:U.S. Forest Service, Rocky Mountain Forest and Range Experiment Station. 1993. 145-158"
,,,,,,,,,,,,,,"Carter, M.F., Barker, K.  ""An interactive database for setting conservation priorities for western neotropical migrants"" Status and management of neotropical migratory birds Fort Collins, CO:U.S, Forest Service, Rocky Mountain Forest and Range Experiment Station. 1993. 120-144"
,,,,,,,,,,,,,,"Cyr, A., Larivée, J.  ""A checklist approach for monitoring Neotropical migrant birds: twenty-year trends in birds of Québec using ÉPOQ"" Status and management of neotropical migratory birds Fort Collins, CO:U.S. Forest Service, Rocky Mountain Forest and Range Experiment Station. 1993. 229-236"
,,,,,,,,,,,,,,"Hunter, W.C., Pashley, D.N., Escano, R.E.F.  ""Neotropical migratory landbird species and their habitats of special concern within the southeast region"" Status and management of neotropical migratory birds Fort Collins, CO:U.S. Forest Service, Rocky Mountain Forest and Range Experiment Station. 1993. 159-171"
,,,,,,,,,,,,,,"Hunter, W.C., Carter, M.F., Pashley, D.N., Barker, K.  ""The Partners in Flight species prioritization scheme"" Status and management of neotropical migratory birds Fort Collins, CO:U.S. Forest Service, Rocky Mountain Forest and Range Experiment Station. 1993. 109-119"
,,,,,,,,,,,,,,"Smith, C.R., Pence, D.M., O'Connor, R.J.  ""Status of Neotropical migratory birds in the Northeast: a preliminary assessment"" Status and management of Neotropical migratory birds Fort Collins, CO:U.S. Forest Service, Rocky Mountain Forest and Range Experiment Station. 1993. 172-188"
,,,,,,,,,,,,,,"Erskine, Anthony J., Brian T. Collins, Ellen Hayakawa, Connie Downes (1992). The cooperative breeding bird survey in Canada, 1989-91. Canadian Wildlife Service Progress Notes. 199:14 pp."
,,,,,,,,,,,,,,"Hussell, David J. T., Mather, Monica H., Sinclair, Pamela H.  ""Trends in numbers of tropical- and temperate-wintering migrant landbirds in migration at Long Point, Ontario, 1961-1988"" Ecology and Conservation of Neotropical Migrant Landbirds Washington, DC:Smithsonian Institution Press. 1992. 101-114"
,,,,,,,,,,,,,,"Peterjohn, B.G.  ""Use of Breeding Bird Survey data by atlas projects"" Proceedings of the Fourth Breeding Bird Atlas Conference Denver, Colorado:Colorado Bird Atlas Partnership, Denver Museum of Natural History. 1992. 27-32"
,,,,,,,,,,,,,,"Barker, R.J., Sauer, J.R.  ""Modelling population change from time series data"" Wildlife 2001: Populations New York, New York:Elsevier Applied Science. 1992. 182-194"
,,,,,,,,,,,,,,"Robbins, C.S., Fitzpatrick, J.W., Hamel, P.B.  ""A warbler in trouble:  Dendroica cerulea"" Ecology and Conservation of Neotropical Migrant Landbirds Washington, D.C.:Smithsonian Institution Press. 1992. 549-562"
,,,,,,,,,,,,,,"Sauer, J.R., Droege, S.  ""Geographic patterns in population trends of neotropical migrants in North America"" Ecology and Conservation of Neotropical Migrant Landbirds Washington, DC:Smithsonian Institution Press. 1992. 26-42"
,,,,,,,,,,,,,,"Hagan, J.M., III, Lloyd-Evans, T.L., Atwood, J.L., Wood, D.S.  ""Long-term changes in migratory landbirds in the northeastern United States: evidence from migration capture data"" Ecology and conservation of Neotropical migrant landbirds Washington, D.C.:Smithsonian Institution Press. 1992. 115-130"
,,,,,,,,,,,,,,"James, F.C., Wiedenfeld, D.A., McCulloch, C.E.  ""Trends in breeding populations of warblers: declines in the southern highlands and increases in the lowlands"" Ecology and conservation of neotropical migrant landbirds Washington, D.C.:Smithsonian Institution Press. 1992. 43-56"
,,,,,,,,,,,,,,"O'Connor, R.J.  ""Population variation in relation to migrancy status in some North American birds"" Ecology and conservation of Neotropical migrant landbirds Washington, D.C.:Smithsonian Institution Press. 1992. 64-76"
,,,,,,,,,,,,,,"Witham, J.W., Hunter, M.L., Jr.  ""Population trends of Neotropical migrant landbirds in northern coastal New England"" Ecology and conservation of Neotropical migrant landbirds Washington, D.C.:Smithsonian Institution Press. 1992. 85-95"
,,,,,,,,,,,,,,"Falardeau, Gilles , DesGranges, Jean-Luc (1991). Habitat preference and recent fluctuations in populations of farmland birds in Quebec. Canadian Field-Naturalist. 105:469-482."
,,,,,,,,,,,,,,"Janssen, Robert B. (1991). Breeding bird survey trends in Minnesota - 1966-1989. Loon. 62:201."
,,,,,,,,,,,,,,"Lang, Anthony L. (1991). Status of the American coot, Fulica americana, in Canada. Canadian Field-Naturalist. 105:530-541."
,,,,,,,,,,,,,,"Sauer, J.R., Droege, S., Bystrak, D.  ""Breeding Bird Survey and bird banding data: Applications to raptor research and management"" Proceedings of the Midwest Raptor Management Symposium and Workshop Washington, DC:National Wildlife Federation. 1991. 125-133"
,,,,,,,,,,,,,,"Howe, M.A.  ""Federal research on the conservation of migratory nongame birds in the United States"" Conserving migratory birds Cambridge, England:International Council for Bird Preservation. 1991. 225-257"
,,,,,,,,,,,,,,"Askins, R.A., Lynch, J.F., Greenberg, R.S. (1990). Population declines in migratory birds in eastern North America. Current Ornithology. 7:1-57."
,,,,,,,,,,,,,,"Erskine, Anthony J., Brian T. Collins, John W. Chardine (1990). The cooperative breeding bird survey in Canada, 1988. Canadian Wildlife Service Progress Notes. 188:15 pp."
,,,,,,,,,,,,,,"Kingery, H.E. (1990). Colorado Breeding Bird Surveys. Colorado Field Ornithologists Journal. 24:95."
,,,,,,,,,,,,,,"Park, Jack L. (1990). Breeding bird survey report, 1988-1989. Alberta Naturalist. 20:89-92."
,,,,,,,,,,,,,,"Sauer, J.R., Droege, S. (1990). Recent population trends of the eastern bluebird. Wilson Bulletin. 102:239-252."
,,,,,,,,,,,,,,"Sharp, B.E. (1990). Population trends of Oregon's Neotropical migrants. Oregon Birds. 16:27-42."
,,,,,,,,,,,,,,"Moses, Lincoln E. , Rabinowitz, Daniel  ""Estimating (relative) species abundance from route counts of the breeding bird survey"" Survey Designs and Statistical Methods for the Estimation of Avian Population Trends U.S. Fish and Wildlife Service. 1990. 71-79"
,,,,,,,,,,,,,,"Geissler, P.H., Sauer, J.R.  ""Topics in route-regression analysis"" Survey Designs and Statistical Methods for the Estimation of Avian Population Trends Washington, DC:U.S. Fish and Wildlife Service. 1990. 54-57"
,,,,,,,,,,,,,,"Sauer, J.R., Droege, S.  ""Wood duck population trends from the North American Breeding Bird Survey"" The 1988 North American Wood Duck Symposium St. Louis, MO:1990. 225-231"
,,,,,,,,,,,,,,"Droege, S., Sauer, J. R.  ""Northern bobwhite, gray partridge, and ring-necked pheasant population trends (1966-1988) from the North American Breeding Bird Survey"" Perdix V: Gray Partridge and Ring-necked Pheasant Workshop Emporia, Kansas:Kansas Department of Wildlife and Parks. 1990. 2-20"
,,,,,,,,,,,,,,"Droege, S.  ""The North American Breeding Bird Survey"" Survey Designs and Statistical Methods for the Estimation of Avian Population Trends Washington, DC:U. S. Fish and Wildlife Service. 1990. 1-4"
,,,,,,,,,,,,,,"Sauer, J.R., Geissler, P.H.  ""Estimation of annual indices from roadside surveys"" Survey Designs and Statistical Methods for the Estimation of Avian Population Trends Washington, DC:U.S. Fish and Wildlife Service. 1990. 58-62"
,,,,,,,,,,,,,,"Sauer, J.R.  ""Route-regression analysis of Scissor-tailed Flycatcher population trends"" Survey Designs and Statistical Methods for the Estimation of Avian Population Trends Washington, DC:U.S. Fish and Wildlife Service. 1990. 160-163"
,,,,,,,,,,,,,,"Temple, S.A., Cary, J.R.  ""Using checklist records to reveal trends in bird populations"" Survey Designs and Statistical Methods for the Estimation of Avian Population Trends Washington, DC:U.S. Fish and Wildlife Service. 1990. 98-104"
,,,,,,,,,,,,,,"Titus, K.  ""Trends in counts of scissor-tailed flycatchers based on a nonparametric rank-trend analysis"" Survey Designs and Statistical Methods for the Estimation of Avian Population Trends U.S. Fish and Wildlife Service. 1990. 164-166"
,,,,,,,,,,,,,,"Collins, B.T.  ""Using rerandomizing tests in route-regression analysis of avian population trends"" Survey designs and statistical methods for the estimation of avian population trends U.S. Fish and Wildlife Service. 1990. 63-70"
,,,,,,,,,,,,,,"Collins, B.T.  ""Analysis of scissor-tailed flycatcher population changes"" Survey designs and statistical methods for the estimation of avian population trends U.S. Fish and Wildlife Service. 1990. 157-159"
,,,,,,,,,,,,,,"Cox, J.  ""Evaluation of the sensitivity of breeding bird surveys using a stochastic simulation model"" Survey designs and statistical methods for the estimation of avian population trends U.S. Fish and Wildlife Service. 1990. 114-119"
,,,,,,,,,,,,,,"James, F.C., McCulloch, C.E., Wolfe, C.E.  ""Methodological issues in the estimation of trends in bird populations with an example: Pine Warbler"" Survey designs and statistical methods for the estimation of avian population trends U.S. Fish and Wildlife Service. 1990. 84-97"
,,,,,,,,,,,,,,"Paige, L. Christine Population trends of songbirds in western North America. Missoula:M.S. thesis, University of Montana, 1990."
,,,,,,,,,,,,,,"Droege, S., Sauer, J.R. North American Breeding Bird Survey annual summary, 1989. Laurel, MD:U.S. Fish and Wildlife Service Technical Report, 1990."
,,,,,,,,,,,,,,"Bart, Jonathan , Klosiewski, Steven P. (1989). Use of presence-absence to measure changes in avian density. Journal of Wildlife Management. 53:847-852."
,,,,,,,,,,,,,,"Robbins, C.S., Sauer, J.R., Greenberg, R.S., Droege, S. (1989). Population declines in North American birds that migrate to the neotropics. Proceedings of the National Academy of Sciences of the United States of America. 86:7658-7662."
,,,,,,,,,,,,,,"Schueck, L.S., Fuller, M.R., Seegar, W.S.  ""Falcons"" Proceedings of the Northeast Raptor Management Symposium and Workshop National Wildlife Federation. 1989. 71-80"
,,,,,,,,,,,,,,"Titus, K., Fuller, M.R., Stauffer, D.F., Sauer, J.R.  ""Buteos"" Proceedings of the Northeast Raptor Management Symposium and Workshop Washington, DC:National Wildlife Federation. 1989. 53-64"
